component_id	size	num_edges	n_species	species_entropy	species_entropy_norm	high_z_frac	max_z	top10_mean_z
422	15	66	8	2.061113	0.991186	0.060606	3.520410	2.516962
423	15	32	8	2.061113	0.991186	0.000000	0.559633	0.422930
424	15	24	7	1.876274	0.964214	0.000000	0.317786	0.201290
425	15	40	8	2.061113	0.991186	0.000000	2.454869	2.014464
426	15	36	8	2.026230	0.974410	0.000000	0.684958	0.164624
427	15	47	8	2.026230	0.974410	0.042553	3.706472	1.740227
428	15	62	8	2.061113	0.991186	0.000000	2.164623	1.706517
429	15	49	8	2.061113	0.991186	0.000000	1.702532	1.193636
430	15	48	8	2.061113	0.991186	0.000000	1.629952	1.507236
431	15	27	8	2.061113	0.991186	0.000000	0.612939	-0.222033
432	15	64	7	1.933810	0.993782	0.062500	3.592171	0.884448
433	15	24	8	2.061113	0.991186			
434	15	34	8	2.061113	0.991186	0.117647	23.928874	9.800460
435	15	24	8	2.061113	0.991186	0.000000	-0.591220	-0.949753
436	15	27	9	2.153532	0.980115	0.000000	-0.079489	-0.378183
437	15	91	8	2.061113	0.991186	0.043956	4.971388	3.358349
438	15	91	8	2.061113	0.991186	0.307692	4.539070	4.152275
439	15	33	8	2.061113	0.991186	0.000000	0.616843	0.220529
440	15	34	8	2.061113	0.991186	0.000000	1.397426	1.134544
441	15	45	8	1.991346	0.957635	0.066667	4.557895	2.655014
442	15	22	9	2.153532	0.980115	0.000000	-0.674491	-0.699349
443	15	63	8	2.061113	0.991186	0.000000	2.565260	2.153542
444	14	44	7	1.945910	1.000000	0.000000	1.554699	1.074152
445	14	80	7	1.945910	1.000000	0.000000	2.028616	1.889143
446	14	40	7	1.945910	1.000000	0.100000	5.325241	3.442901
447	14	30	6	1.747868	0.975504	0.000000	0.470239	0.345425
448	14	44	7	1.945910	1.000000	0.000000	1.660138	1.185147
449	14	18	5	1.512451	0.939739	0.000000	1.225719	0.672492
450	14	68	7	1.945910	1.000000	0.000000	1.160468	0.970435
451	14	40	7	1.945910	1.000000	0.000000	2.817553	2.557123
452	14	40	7	1.945910	1.000000	0.000000	0.853431	0.439523
453	14	38	7	1.945910	1.000000	0.000000	1.836854	1.228465
454	14	26	7	1.945910	1.000000	0.000000	-0.534251	-0.691351
455	14	80	7	1.945910	1.000000	0.000000	1.187345	0.971835
456	14	54	7	1.945910	1.000000	0.000000	0.185526	0.156718
457	14	52	7	1.945910	1.000000	0.000000	0.668489	0.545966
458	14	40	7	1.945910	1.000000	0.100000	4.395498	2.904903
459	14	22	7	1.945910	1.000000	0.000000	2.220213	1.433377
460	14	24	7	1.945910	1.000000	0.000000	1.257687	0.531775
461	14	28	7	1.945910	1.000000	0.000000	0.980760	0.541172
462	14	20	7	1.945910	1.000000	0.000000	-0.331494	-0.584137
463	14	32	7	1.945910	1.000000	0.000000	-0.499478	-0.513054
464	14	60	7	1.945910	1.000000	0.200000	6.828199	5.148483
465	14	48	7	1.945910	1.000000	0.000000	2.090707	1.897512
466	14	43	7	1.945910	1.000000	0.000000	0.806492	0.620256
467	14	40	6	1.747868	0.975504	0.000000	2.406026	1.115236
468	14	50	7	1.945910	1.000000	0.080000	5.493216	2.987170
469	14	32	5	1.549826	0.962961	0.000000	-0.356510	-0.495274
470	14	36	7	1.945910	1.000000	0.000000	0.231027	0.090335
471	14	67	7	1.945910	1.000000	0.059701	4.084205	2.841194
472	14	72	7	1.945910	1.000000	0.333333	5.903948	4.963901
473	14	54	7	1.945910	1.000000	0.000000	1.686827	1.178819
474	14	32	7	1.945910	1.000000	0.000000	0.397556	-0.067655
475	14	42	7	1.945910	1.000000	0.000000	1.020193	0.348157
476	14	66	7	1.945910	1.000000	0.257576	9.945808	7.733062
477	14	40	7	1.945910	1.000000	0.000000	0.537057	-0.169008
478	14	41	6	1.747868	0.975504	0.073171	4.537335	1.535177
479	14	30	7	1.945910	1.000000	0.000000	2.298294	1.436408
480	14	32	7	1.945910	1.000000	0.125000	3.182973	1.499394
481	14	77	7	1.945910	1.000000	0.311688	5.733391	5.284305
482	14	44	8	2.044931	0.983404	0.000000	2.558218	1.241909
483	14	38	7	1.945910	1.000000	0.000000	0.000000	-0.025440
484	14	76	7	1.945910	1.000000	0.000000	1.733316	1.546806
485	14	46	7	1.945910	1.000000	0.000000	1.131500	0.866796
486	14	24	7	1.945910	1.000000	0.000000	-0.047861	-0.411868
487	14	52	7	1.945910	1.000000	0.000000	2.048799	1.022917
488	14	65	8	2.044931	0.983404	0.184615	7.733931	5.630415
489	14	34	8	2.044931	0.983404	0.000000	2.981375	2.234628
490	14	78	8	2.044931	0.983404	0.115385	3.818439	3.570526
491	14	73	8	2.044931	0.983404	0.000000	2.773732	2.240453
492	14	52	8	2.044931	0.983404	0.000000	1.276328	0.927805
493	14	81	8	2.044931	0.983404	0.135802	4.731316	3.781616
494	14	28	7	1.908535	0.980793	0.000000	-0.332701	-0.688241
495	14	37	8	2.044931	0.983404	0.000000	0.599603	0.241507
496	14	65	8	2.044931	0.983404	0.000000	2.310328	1.656415
497	14	63	8	2.044931	0.983404	0.063492	3.910333	2.831361
498	14	75	8	2.044931	0.983404	0.106667	4.175571	3.465592
499	14	65	8	2.044931	0.983404	0.353846	6.904683	5.848405
500	14	77	8	2.044931	0.983404	0.077922	3.903888	3.377600
501	14	66	8	2.044931	0.983404	0.000000	1.419588	0.748581
502	14	59	8	2.044931	0.983404	0.000000	2.005923	1.556922
503	14	81	8	2.044931	0.983404	0.728395	5.099735	4.995580
504	14	52	7	1.945910	1.000000	0.000000	1.707863	1.421488
505	14	40	7	1.945910	1.000000	0.000000	1.234606	1.221522
506	14	47	5	1.376055	0.854991	0.595745	11.488408	9.270594
507	14	60	7	1.945910	1.000000	0.000000	2.776052	2.014618
508	14	32	7	1.945910	1.000000	0.000000	2.618353	1.872645
509	14	56	7	1.945910	1.000000	0.000000	0.835479	0.663689
510	14	60	7	1.945910	1.000000	0.000000	0.791609	0.660150
511	14	26	7	1.945910	1.000000	0.000000	0.463709	0.253658
512	14	52	7	1.945910	1.000000	0.000000	0.106587	0.044829
513	14	58	7	1.945910	1.000000	0.000000	0.024648	-0.166550
514	14	28	7	1.945910	1.000000	0.000000	-0.476551	-0.523777
515	14	58	7	1.945910	1.000000	0.000000	0.121657	0.021265
516	14	69	8	2.044931	0.983404	0.000000	2.434859	1.564065
517	14	60	8	2.044931	0.983404	0.000000	0.827789	0.405707
518	14	52	7	1.945910	1.000000	0.000000	1.475480	1.176407
519	14	38	7	1.945910	1.000000	0.000000	0.594310	0.320653
520	14	52	5	1.549826	0.962961	0.307692	10.465707	6.950390
521	14	40	6	1.668174	0.931026	0.000000	1.527401	0.287136
522	14	49	6	1.710493	0.954644	0.000000	1.073237	0.835247
523	14	49	7	1.908535	0.980793	0.000000	1.683800	0.880627
524	14	24	8	2.044931	0.983404	0.000000	1.138092	0.157471
525	13	22	7	1.925121	0.989317	0.000000	-0.452738	-0.750948
526	13	21	4	1.204793	0.869075	0.000000	0.884056	0.496606
527	13	28	7	1.925121	0.989317	0.000000	1.954963	1.659663
528	13	18	6	1.711845	0.955399	0.000000	0.310551	0.114925
529	13	24	7	1.818483	0.934515	0.000000	0.780441	0.021114
530	13	22	6	1.778233	0.992451	0.000000	1.573962	0.653984
531	13	16	7	1.925121	0.989317	0.000000	0.000000	-0.478487
532	13	46	7	1.925121	0.989317	0.000000	0.453469	0.348522
533	13	36	7	1.925121	0.989317	0.000000	0.674491	0.432289
534	13	42	7	1.925121	0.989317	0.000000	0.148133	0.008467
535	13	20	7	1.925121	0.989317	0.000000	0.034256	-0.377462
536	13	31	7	1.884871	0.968632	0.000000	2.262082	1.978706
537	13	12	6	1.711845	0.955399	0.000000	1.770182	0.627241
538	13	29	6	1.778233	0.992451	0.000000	0.694517	0.270639
539	13	26	7	1.925121	0.989317	0.000000	2.047911	1.433293
540	13	22	7	1.925121	0.989317	0.000000	0.718969	0.356511
541	13	42	6	1.778233	0.992451	0.000000	2.853450	2.039933
542	13	52	7	1.925121	0.989317	0.000000	0.216540	0.187763
543	13	34	7	1.925121	0.989317	0.000000	2.617963	2.321901
544	13	34	7	1.925121	0.989317	0.000000	1.239896	0.852131
545	13	24	7	1.925121	0.989317	0.000000	2.918669	1.337868
546	13	47	7	1.925121	0.989317	0.000000	2.131760	1.832576
547	13	47	8	2.031759	0.977070	0.297872	7.323860	5.057656
548	13	40	8	2.031759	0.977070	0.000000	2.158458	1.836494
549	13	33	6	1.711845	0.955399	0.000000	1.733772	1.218769
550	13	39	7	1.884871	0.968632	0.000000	1.127081	0.145429
551	13	20	4	1.204793	0.869075	0.050000	3.070019	2.070189
552	13	45	6	1.711845	0.955399	0.000000	1.057247	0.838959
553	13	14	7	1.925121	0.989317	0.000000	2.022663	0.342907
554	13	66	7	1.925121	0.989317	0.000000	1.131735	0.795105
555	13	17	7	1.925121	0.989317	0.000000	-0.789498	-0.828852
556	13	20	6	1.711845	0.955399	0.000000	0.951336	0.206252
557	13	49	7	1.925121	0.989317	0.000000	0.826754	0.634024
558	13	38	6	1.778233	0.992451	0.000000	0.615153	0.111414
559	13	32	7	1.925121	0.989317	0.000000	1.261154	0.779176
560	13	38	7	1.818483	0.934515	0.000000	-0.346226	-0.512088
561	13	30	7	1.925121	0.989317	0.000000	0.079850	-0.092360
562	13	26	7	1.818483	0.934515	0.000000	1.901315	1.623161
563	12	32	6	1.791759	1.000000	0.000000	2.496158	2.390630
564	12	20	6	1.791759	1.000000	0.300000	5.750378	3.586708
565	12	22	6	1.791759	1.000000	0.000000	0.731407	0.309823
566	12	56	6	1.791759	1.000000	0.000000	2.344118	1.701710
567	12	44	6	1.791759	1.000000	0.000000	1.453693	1.177812
568	12	36	6	1.791759	1.000000	0.111111	3.370528	2.085500
569	12	44	6	1.791759	1.000000	0.000000	1.690417	1.252334
570	12	22	6	1.791759	1.000000	0.000000	-0.539716	-0.583871
571	12	38	7	1.907284	0.980150	0.105263	3.317360	1.972653
572	12	24	7	1.907284	0.980150	0.000000	0.760092	0.153851
573	12	17	7	1.907284	0.980150	0.000000	-0.557951	-0.653728
574	12	40	6	1.791759	1.000000	0.000000	1.567883	1.214842
575	12	16	7	1.907284	0.980150	0.000000	-0.618851	-0.623834
576	12	37	6	1.791759	1.000000	0.000000	0.598020	0.317061
577	12	48	6	1.791759	1.000000	0.291667	3.845258	3.654757
578	12	24	6	1.791759	1.000000	0.000000	-0.286871	-0.386313
579	12	28	6	1.791759	1.000000	0.000000	-0.532907	-0.604622
580	12	23	6	1.791759	1.000000	0.000000	0.743598	0.356799
581	12	44	6	1.791759	1.000000	0.000000	0.835533	0.729375
582	12	24	6	1.791759	1.000000	0.000000	0.788611	0.702226
583	12	20	6	1.791759	1.000000	0.000000	1.067207	0.770323
584	12	32	6	1.791759	1.000000	0.000000	1.706250	1.230474
585	12	32	6	1.791759	1.000000	0.000000	-0.042022	-0.216948
586	12	20	6	1.791759	1.000000	0.000000	1.581720	1.288408
587	12	56	6	1.791759	1.000000	0.000000	0.714266	0.649481
588	12	48	6	1.791759	1.000000	0.125000	3.224711	2.636570
589	12	60	6	1.791759	1.000000	0.133333	4.400105	3.824403
590	12	44	6	1.791759	1.000000	0.272727	5.323548	5.013520
591	12	24	6	1.791759	1.000000	0.000000	0.986227	0.601592
592	12	27	6	1.791759	1.000000	0.000000	-0.095791	-0.371358
593	12	48	6	1.791759	1.000000	0.000000	1.238703	0.902514
594	12	20	6	1.791759	1.000000	0.000000	0.646529	0.173160
595	12	20	6	1.791759	1.000000	0.200000	3.261090	1.314381
596	12	28	6	1.791759	1.000000	0.000000	1.474787	1.474787
597	12	30	5	1.560710	0.969724	0.000000	-0.137888	-0.378861
598	12	20	6	1.791759	1.000000	0.000000	-0.085662	-0.396186
599	12	24	6	1.791759	1.000000	0.000000	-0.377906	-0.427924
600	12	20	5	1.560710	0.969724	0.000000	1.300777	0.186509
601	12	18	6	1.791759	1.000000	0.000000	0.841017	0.618060
602	12	28	6	1.791759	1.000000	0.000000	1.792191	1.170847
603	12	16	6	1.791759	1.000000	0.250000	5.594287	1.858767
604	12	18	6	1.791759	1.000000	0.000000	0.234195	-0.560949
605	12	28	6	1.791759	1.000000	0.285714	4.937853	4.401259
606	12	30	6	1.791759	1.000000	0.000000	0.524669	0.303960
607	12	36	6	1.791759	1.000000	0.111111	3.324002	2.225634
608	12	34	7	1.907284	0.980150	0.000000	2.440190	1.472911
609	12	15	6	1.748155	0.975664	0.000000	0.000000	-0.531309
610	12	18	6	1.791759	1.000000	0.000000	-0.463515	-0.925935
611	12	41	7	1.907284	0.980150	0.000000	1.377231	0.471629
612	12	24	6	1.791759	1.000000	0.000000	0.518263	-0.115594
613	12	34	7	1.907284	0.980150	0.029412	3.802416	1.100267
614	12	24	5	1.560710	0.969724	0.000000	-0.199757	-0.337976
615	12	24	6	1.791759	1.000000	0.000000	2.459949	1.387277
616	12	20	6	1.791759	1.000000			
617	12	24	6	1.791759	1.000000	0.000000	0.674491	0.011553
618	12	47	6	1.791759	1.000000	0.000000	-0.259719	-0.344732
619	12	22	6	1.791759	1.000000	0.000000	0.299405	-0.054646
620	12	22	6	1.791759	1.000000	0.000000	1.253584	-0.024631
621	12	48	6	1.791759	1.000000	0.000000	1.106007	0.740676
622	12	56	6	1.791759	1.000000	0.000000	1.988339	1.246154
623	12	29	7	1.907284	0.980150	0.000000	-0.335840	-0.557446
624	12	25	7	1.907284	0.980150	0.000000	0.987161	-0.163516
625	12	48	4	1.242453	0.896241	0.083333	6.118004	3.004536
626	12	19	6	1.748155	0.975664	0.210526	3.134334	1.576415
627	12	37	6	1.791759	1.000000	0.351351	11.278455	8.344679
628	12	28	6	1.791759	1.000000	0.000000	-0.507563	-0.540882
629	12	23	7	1.907284	0.980150	0.000000	-0.452224	-0.670417
630	12	50	7	1.907284	0.980150	0.000000	1.367468	0.859209
631	12	44	6	1.791759	1.000000	0.090909	4.114364	2.907738
632	12	28	6	1.791759	1.000000	0.000000	2.013746	0.680365
633	12	28	6	1.791759	1.000000	0.142857	5.059023	3.529818
634	12	42	6	1.791759	1.000000	0.000000	0.944653	0.767231
635	12	52	6	1.791759	1.000000	0.384615	4.082422	3.713731
636	12	19	6	1.791759	1.000000	0.000000	-0.576406	-0.759174
637	12	28	6	1.791759	1.000000	0.000000	0.607547	0.142286
638	12	56	6	1.791759	1.000000	0.000000	0.777787	0.752297
639	12	30	6	1.791759	1.000000	0.000000	0.373790	0.289175
640	12	60	6	1.791759	1.000000	0.133333	3.480035	3.073253
641	12	25	6	1.676235	0.935525	0.000000	0.275597	-0.192809
642	12	23	6	1.791759	1.000000	0.000000	-0.142855	-0.186669
643	12	34	6	1.791759	1.000000	0.000000	0.038502	-0.090753
644	12	22	7	1.907284	0.980150	0.000000	2.223396	0.661865
645	12	61	7	1.907284	0.980150	0.163934	3.759373	3.351314
646	12	41	7	1.907284	0.980150	0.000000	2.503694	1.789788
647	12	36	7	1.907284	0.980150	0.000000	1.657607	1.067501
648	12	45	7	1.907284	0.980150	0.088889	4.245974	3.184183
649	12	51	7	1.907284	0.980150	0.000000	0.848572	0.409647
650	12	31	7	1.907284	0.980150	0.000000	0.670901	0.022609
651	12	53	7	1.907284	0.980150	0.471698	7.061432	6.066032
652	12	31	7	1.907284	0.980150	0.000000	1.519029	1.343241
653	12	41	7	1.907284	0.980150	0.000000	1.343991	0.657289
654	12	35	5	1.517106	0.942631	0.000000	1.251433	0.694159
655	12	23	6	1.676235	0.935525	0.000000	1.323031	-0.004446
656	12	47	5	1.445186	0.897944	0.000000	2.810397	1.774489
657	12	48	4	1.242453	0.896241	0.000000	2.672578	2.544819
658	11	38	6	1.767761	0.986606	0.052632	3.148570	1.680262
659	11	38	6	1.767761	0.986606	0.000000	0.957143	0.496483
660	11	18	6	1.767761	0.986606	0.000000	-0.583085	-0.639291
661	11	18	6	1.767761	0.986606	0.000000	0.020629	-0.283669
662	11	24	6	1.767761	0.986606	0.000000	-0.181286	-0.233703
663	11	46	6	1.767761	0.986606	0.173913	3.541056	3.234252
664	11	24	6	1.767761	0.986606	0.041667	3.235155	1.230939
665	11	22	6	1.767761	0.986606	0.000000	0.257151	0.160376
666	11	18	6	1.767761	0.986606	0.000000	-0.478205	-0.932102
667	11	20	6	1.767761	0.986606	0.000000	0.669708	-0.038769
668	11	26	6	1.767761	0.986606	0.000000	0.674491	0.164205
669	11	18	6	1.767761	0.986606	0.000000	0.006821	-0.370586
670	11	10	6	1.767761	0.986606	0.000000	1.310976	0.293597
671	11	24	6	1.767761	0.986606	0.000000	2.152322	0.969308
672	11	16	6	1.767761	0.986606	0.000000	-0.503900	-0.658523
673	11	22	6	1.767761	0.986606	0.000000	1.307350	1.078724
674	11	14	6	1.767761	0.986606	0.000000	-0.882747	-0.963802
675	11	18	5	1.594167	0.990511	0.000000	-0.276503	-0.325169
676	11	24	6	1.767761	0.986606	0.000000	-0.039961	-0.215001
677	11	16	6	1.767761	0.986606	0.000000	-0.209534	-0.701401
678	11	24	6	1.767761	0.986606	0.083333	3.027560	2.208233
679	11	18	6	1.767761	0.986606	0.000000	-0.433098	-0.548689
680	11	20	6	1.767761	0.986606	0.000000	2.599950	1.102972
681	11	10	6	1.767761	0.986606	0.000000	-0.032966	-0.614390
682	11	18	6	1.767761	0.986606	0.000000	1.161851	0.057546
683	11	22	6	1.767761	0.986606	0.000000	-0.314842	-0.357363
684	11	19	6	1.767761	0.986606	0.000000	0.547338	0.304353
685	11	17	5	1.594167	0.990511	0.000000	0.265904	-0.299678
686	11	16	6	1.767761	0.986606	0.000000	-0.503861	-0.743802
687	11	18	5	1.594167	0.990511			
688	11	26	6	1.767761	0.986606	0.000000	0.674491	-0.088587
689	11	20	6	1.767761	0.986606	0.000000	-0.430941	-0.518367
690	11	21	7	1.893788	0.973215	0.000000	0.302755	-0.594675
691	11	18	7	1.893788	0.973215	0.000000	-0.078471	-0.237178
692	11	50	7	1.893788	0.973215	0.080000	4.005643	3.105821
693	11	36	4	1.263654	0.911534	0.000000	2.361325	1.283587
694	11	28	5	1.515708	0.941762	0.000000	-0.056862	-0.267001
695	11	50	6	1.767761	0.986606	0.000000	1.917004	1.516033
696	11	10	2	0.304636	0.439497	0.000000	0.072936	0.072936
697	11	24	4	1.342113	0.968130	0.000000	0.208891	0.124147
698	10	36	5	1.609438	1.000000	0.000000	0.769358	0.417953
699	10	40	5	1.609438	1.000000	0.000000	1.814104	1.678492
700	10	14	5	1.609438	1.000000			
701	10	28	5	1.609438	1.000000	0.000000	0.240749	0.146697
702	10	15	6	1.748067	0.975615	0.000000	0.000000	-0.449447
703	10	28	5	1.609438	1.000000	0.000000	1.397186	1.289071
704	10	24	5	1.609438	1.000000	0.000000	0.381367	0.216013
705	10	16	5	1.609438	1.000000	0.000000	1.407875	0.744074
706	10	24	5	1.609438	1.000000	0.000000	0.936245	0.280394
707	10	28	5	1.609438	1.000000	0.000000	2.267999	1.691472
708	10	23	6	1.748067	0.975615	0.000000	0.253337	-0.110570
709	10	36	5	1.609438	1.000000	0.000000	-0.056023	-0.138308
710	10	16	5	1.609438	1.000000	0.000000	0.000000	-0.179628
711	10	22	5	1.609438	1.000000	0.000000	0.127112	-0.070630
712	10	40	5	1.609438	1.000000	0.300000	3.792696	3.572003
713	10	40	5	1.609438	1.000000	0.200000	4.159645	3.626075
714	10	22	5	1.609438	1.000000	0.000000	0.259281	0.119173
715	10	40	5	1.609438	1.000000	0.000000	1.257221	1.168010
716	10	28	5	1.609438	1.000000	0.071429	4.784603	1.743415
717	10	24	4	1.332179	0.960964	0.000000	-0.304479	-0.484434
718	10	24	5	1.609438	1.000000	0.000000	1.083884	0.730157
719	10	24	5	1.609438	1.000000	0.000000	0.940527	0.508228
720	10	40	5	1.609438	1.000000	0.300000	4.597249	4.314611
721	10	40	5	1.609438	1.000000	0.100000	5.847159	3.647566
722	10	28	5	1.609438	1.000000	0.000000	0.715230	0.413112
723	10	28	5	1.609438	1.000000	0.000000	1.072640	0.839508
724	10	16	5	1.609438	1.000000	0.000000	-0.214856	-0.214856
725	10	16	5	1.609438	1.000000	0.000000	-0.337840	-0.561329
726	10	9	6	1.748067	0.975615	0.000000	2.545700	0.493415
727	10	40	5	1.609438	1.000000	0.200000	3.503245	3.220762
728	10	40	5	1.609438	1.000000	0.000000	2.663830	2.295331
729	10	30	5	1.609438	1.000000	0.000000	0.974022	0.693328
730	10	16	5	1.609438	1.000000	0.000000	-0.189463	-0.456574
731	10	16	5	1.609438	1.000000	0.000000	2.766338	2.532139
732	10	16	5	1.609438	1.000000	0.000000	0.229056	0.103659
733	10	22	5	1.609438	1.000000	0.000000	-0.285661	-0.412398
734	10	18	6	1.748067	0.975615	0.000000	0.931778	0.312143
735	10	20	5	1.609438	1.000000	0.000000	-0.426216	-0.527387
736	10	22	5	1.609438	1.000000	0.000000	-0.710334	-0.734409
737	10	28	5	1.609438	1.000000	0.000000	-0.028752	-0.230335
738	10	40	5	1.609438	1.000000	0.300000	3.909598	3.652894
739	10	24	5	1.609438	1.000000	0.000000	0.657454	0.405054
740	10	40	5	1.609438	1.000000	0.000000	2.857981	2.732801
741	10	40	5	1.609438	1.000000	0.000000	2.267999	1.940318
742	10	40	5	1.609438	1.000000	0.700000	5.396145	5.265086
743	10	36	5	1.609438	1.000000	0.000000	0.353262	0.082734
744	10	40	5	1.609438	1.000000	0.000000	2.857981	2.662324
745	10	40	5	1.609438	1.000000	0.100000	3.206024	3.020502
746	10	38	5	1.609438	1.000000	0.000000	0.986227	0.700438
747	10	32	5	1.609438	1.000000	0.000000	-0.509844	-0.541396
748	10	22	5	1.609438	1.000000	0.000000	-0.583369	-0.759531
749	10	40	5	1.609438	1.000000	0.300000	3.559499	3.489398
750	10	20	5	1.609438	1.000000	0.000000	-0.526999	-0.713138
751	10	16	5	1.609438	1.000000	0.000000	1.508553	0.333609
752	10	28	5	1.609438	1.000000	0.428571	5.229823	4.853101
753	10	16	5	1.609438	1.000000	0.000000	0.857830	0.076519
754	10	23	5	1.609438	1.000000	0.000000	-0.566450	-0.712742
755	10	30	5	1.609438	1.000000	0.000000	0.755290	0.370973
756	10	38	5	1.609438	1.000000	0.000000	0.445600	0.227383
757	10	36	5	1.609438	1.000000	0.000000	-0.081604	-0.110462
758	10	32	5	1.609438	1.000000	0.000000	1.253630	0.875755
759	10	40	5	1.609438	1.000000	0.000000	2.362605	2.219665
760	10	26	5	1.609438	1.000000	0.000000	1.974872	1.609118
761	10	15	5	1.609438	1.000000	0.000000	1.217929	0.715110
762	10	14	5	1.609438	1.000000	0.000000	-0.013530	-0.561075
763	10	36	5	1.609438	1.000000	0.111111	4.017220	2.508319
764	10	16	5	1.609438	1.000000	0.000000	-0.150331	-0.479293
765	10	16	5	1.609438	1.000000			
766	10	20	5	1.609438	1.000000	0.000000	0.412016	-0.146210
767	10	20	5	1.609438	1.000000	0.000000	0.119806	-0.292943
768	10	16	5	1.609438	1.000000	0.000000	-0.453479	-0.632441
769	10	18	5	1.609438	1.000000	0.000000	1.232697	0.264026
770	10	20	5	1.609438	1.000000	0.000000	1.264379	0.537290
771	10	25	6	1.748067	0.975615	0.000000	-0.180994	-0.314177
772	10	16	5	1.609438	1.000000	0.000000	0.202775	0.006670
773	10	16	5	1.609438	1.000000	0.000000	0.634501	-0.044099
774	10	20	5	1.609438	1.000000	0.000000	0.000000	-0.137478
775	10	20	5	1.609438	1.000000	0.000000	-0.345653	-0.638057
776	10	24	5	1.609438	1.000000	0.000000	-0.083724	-0.471518
777	10	36	5	1.609438	1.000000	0.000000	0.924252	0.766043
778	10	16	5	1.609438	1.000000	0.000000	-0.789286	-0.866128
779	10	19	6	1.748067	0.975615	0.000000	1.340297	1.269925
